205.2818,189.4182
230.7178,203.4248
233.4078,204.4629
236.3030,205.4911
241.0160,206.0410
248.1173,205.9713
252.5462,205.7639
255.3715,204.4357
252.8880,201.8429
249.3364,197.4992
245.7251,190.3657
245.2208,186.9843
245.6708,182.7640
247.6595,177.7414
256.5677,162.2018
266.6615,145.2355
269.9414,140.1982
273.5030,136.3628
263.1260,130.3233
258.9887,126.1317
268.7109,118.1537
